band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming,final_genre,genre_status,genre_source,filter_slugs,ma_search_url
Oldowan Gash,1000 Dreams of War,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/oldowan-gash/1000-dreams-of-war?albumId=4L2MFI2zE3aVKgC5zLJc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2F1000-Dreams-of-War-full-length_1776271299442_200_200.webp?alt=media&token=1b76ee4e-c4c8-4a90-8457-7cf16055d849,4L2MFI2zE3aVKgC5zLJc,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Oldowan%20Gash&type=band_name
Æonik,The Roamer of Heaven and Hell,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Death Metal, Melodic Black",https://heavymetalbest.com/album/æonik/the-roamer-of-heaven-and-hell?albumId=3zCituZVRrffE9ilW1mz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Roamer-of-Heaven-and-Hell-full-length_1776271403456_200_200.webp?alt=media&token=c0c18e6b-1c75-4cfc-b6c1-1667cbc150df,3zCituZVRrffE9ilW1mz,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=%C3%86onik&type=band_name
Orbis Daemonium,Onirógrafo,2026-04-29,"April 29, 2026",April 2026,2026-04-29T00:00:00,Black Metal,https://heavymetalbest.com/album/orbis-daemonium/onirógrafo?albumId=YVDVrd9ehNCTmVfeeYNX,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOnirógrafo-full-length_1776271313688_200_200.webp?alt=media&token=909d2d57-f42a-4073-82b7-1e12383acb23,YVDVrd9ehNCTmVfeeYNX,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Orbis%20Daemonium&type=band_name
Dysemblem,Buried by the Weight of Light,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,Death Metal,https://heavymetalbest.com/album/dysemblem/buried-by-the-weight-of-light?albumId=TXHEjWybtArHcHTw7f6K,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBuried-by-the-Weight-of-Light-full-length_1776271158492_200_200.webp?alt=media&token=376a75e1-8f80-496c-b9c0-e471e3ef8972,TXHEjWybtArHcHTw7f6K,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Dysemblem&type=band_name
Hrob,Brána chladu,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,"Death Metal, Doom Metal, Death",https://heavymetalbest.com/album/hrob/brána-chladu?albumId=Gem0Ra2H0eatse6EF7qD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBrána-chladu-full-length_1776271235805_200_200.webp?alt=media&token=577cef50-06ca-4cce-9eda-611f0ba71d17,Gem0Ra2H0eatse6EF7qD,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Hrob&type=band_name
Candarian,Trepanacion,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,Death Metal,https://heavymetalbest.com/album/candarian/trepanacion?albumId=6KgcIA0QagQR7BrLY5Vt,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrepanacion-full-length_1776271113654_200_200.webp?alt=media&token=3bd0c4cb-5002-40c9-a00f-2c2d51b4e6dc,6KgcIA0QagQR7BrLY5Vt,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Candarian&type=band_name
DGS,Delusional Grasp of Sanity,2026-04-26,"April 26, 2026",April 2026,2026-04-26T00:00:00,"Death Metal, Grindcore",https://heavymetalbest.com/album/dgs/delusional-grasp-of-sanity?albumId=hPD0l1bFIRr1h8Eg4maZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDelusional-Grasp-of-Sanity-full-length_1776271125177_200_200.webp?alt=media&token=3b4e6777-595c-451a-a16a-9785cd3ec2da,hPD0l1bFIRr1h8Eg4maZ,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=DGS&type=band_name
Eternal Dark,Cugetări,2026-04-25,"April 25, 2026",April 2026,2026-04-25T00:00:00,,https://heavymetalbest.com/album/eternal-dark/cugetări?albumId=7x7kdZ4BzmxBuJiNn8Yh,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCugetări-full-length_1776271171536_200_200.webp?alt=media&token=87be2610-85ca-453e-a4e6-97362c308110,7x7kdZ4BzmxBuJiNn8Yh,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Eternal%20Dark&type=band_name
Oscura Metrica,Obnubilatio Psychasthenica,2026-04-25,"April 25, 2026",April 2026,2026-04-25T00:00:00,Black Metal,https://heavymetalbest.com/album/oscura-metrica/obnubilatio-psychasthenica?albumId=3y0wc4DcSBkmetsf3CCi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FObnubilatio-Psychasthenica-full-length_1776271326948_200_200.webp?alt=media&token=f8e2bdcf-8658-429f-aa92-04b3bcf89e72,3y0wc4DcSBkmetsf3CCi,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Oscura%20Metrica&type=band_name
The Order,Empires,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/the-order/empires?albumId=yYEEgPOfgVMUwEPHVzwq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEmpires-full-length_1775840690063_200_200.webp?alt=media&token=553afb65-09ab-4f56-8901-2926a2336b6a,yYEEgPOfgVMUwEPHVzwq,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=The%20Order&type=band_name
Xorsist,Aberrations,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/xorsist/aberrations?albumId=vbGRQnZrKDZoLG7CxurU,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAberrations-full-length_1775765865163_200_200.webp?alt=media&token=1d443c84-d19c-444e-b618-726d40d3396b,vbGRQnZrKDZoLG7CxurU,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Xorsist&type=band_name
Undercroft,The Killer Sword,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Death Metal, Thrash Metal, Death",https://heavymetalbest.com/album/undercroft/the-killer-sword?albumId=uYS9z33kbTmKw7TFFAQC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Killer-Sword-full-length_1775833791618_200_200.webp?alt=media&token=0e0538d2-4689-42c4-ab02-374bc6ba5a64,uYS9z33kbTmKw7TFFAQC,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Undercroft&type=band_name
Blood Countess,Imperatrix Sanguinis,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/blood-countess/imperatrix-sanguinis?albumId=tgjY7j4SV6KONBpgzMf6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FImperatrix-Sanguinis-full-length_1775832812895_200_200.webp?alt=media&token=32df9a9a-0b23-4962-9d37-91108128d383,tgjY7j4SV6KONBpgzMf6,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Blood%20Countess&type=band_name
Gus G.,Steel Burner,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hard Rock, Shred, Heavy Metal",https://heavymetalbest.com/album/gus-g./steel-burner?albumId=tJo1wE1Nt570vZIyflvl,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSteel-Burner-full-length_1775840452543_200_200.webp?alt=media&token=6bee4893-eacc-4346-a3a8-b15674a4d770,tJo1wE1Nt570vZIyflvl,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Gus%20G.&type=band_name
Creye,IV Aftermath,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/creye/iv-aftermath?albumId=t8x1oYKVDlmajDgVih8W,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FIV-Aftermath-full-length_1775843394220.jpg?alt=media&token=6dcd5a64-1e2c-4c3f-9637-1f29e3915660,t8x1oYKVDlmajDgVih8W,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Creye&type=band_name
Bringers of Disease,Sulphur,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/bringers-of-disease/sulphur?albumId=slpURDrArLswOOlVtZBB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSulphur-full-length_1775832818590_200_200.webp?alt=media&token=9c8706d8-f367-449f-9488-4fe33fecdc88,slpURDrArLswOOlVtZBB,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Bringers%20of%20Disease&type=band_name
Cnoc an Tursa,A Cry for the Slain,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Folk Metal, Black, Black Metal",https://heavymetalbest.com/album/cnoc-an-tursa/a-cry-for-the-slain?albumId=sb5H0XlJI4mkPsav2kqR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Cry-for-the-Slain-full-length_1775765740437_200_200.webp?alt=media&token=d1e43439-dcf0-495c-b211-93eb0d2289d3,sb5H0XlJI4mkPsav2kqR,False,Folk Metal,verified,firebase,folk-metal,https://www.metal-archives.com/search?searchString=Cnoc%20an%20Tursa&type=band_name
Poignard,Riposte,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Punk, Heavy Metal",https://heavymetalbest.com/album/poignard/riposte?albumId=rBdsznIMyhPLk0Fu14sW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRiposte-full-length_1775840493331_200_200.webp?alt=media&token=3c12035f-acae-4561-9432-465244794643,rBdsznIMyhPLk0Fu14sW,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Poignard&type=band_name
Grief Collector,The Death of All Dreams,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Doom Metal,https://heavymetalbest.com/album/grief-collector/the-death-of-all-dreams?albumId=qgZwYZm8wEMDofgTERDH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Death-of-All-Dreams-full-length_1775840398003_200_200.webp?alt=media&token=1a6e29bf-2647-4d70-b068-8825f68939b6,qgZwYZm8wEMDofgTERDH,False,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Grief%20Collector&type=band_name
Konquest,Dark Waters,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/konquest/dark-waters?albumId=nNEAu8K7oAZoErO8Pkc3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDark-Waters-full-length_1775840472378_200_200.webp?alt=media&token=ae28fabd-bf72-4671-be42-1d9e8c100b5a,nNEAu8K7oAZoErO8Pkc3,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Konquest&type=band_name
Scimitar,Scimitarium II,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/scimitar/scimitarium-ii?albumId=mq3NfCIqs3O5hwD4ejhV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FScimitarium-II-full-length_1775840535650_200_200.webp?alt=media&token=ae6cb21b-7915-4266-88c7-1f2a30c3b526,mq3NfCIqs3O5hwD4ejhV,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Scimitar&type=band_name
Aversio Humanitatis,To Become the Endless Static,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/aversio-humanitatis/to-become-the-endless-static?albumId=m2ZwOpA6GQA1wL3xV2jf,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTo-Become-the-Endless-Static-full-length_1775832780643_200_200.webp?alt=media&token=9da1a7ce-5da1-4eab-9bd6-7f684a9d22e8,m2ZwOpA6GQA1wL3xV2jf,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Aversio%20Humanitatis&type=band_name
Necroccultus,The Afterdeath Blackness,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/necroccultus/the-afterdeath-blackness?albumId=lkA4DjKRdaAhAEZarFaN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Afterdeath-Blackness-full-length_1775832901746_200_200.webp?alt=media&token=bcf2f75a-38c7-4097-bd00-a01cb9b67bf4,lkA4DjKRdaAhAEZarFaN,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Necroccultus&type=band_name
Since the Death,Entangled,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Black, Black Metal, Thrash Metal, Death Metal, Death",https://heavymetalbest.com/album/since-the-death/entangled?albumId=lU6PDS3D8NpFPGsOoE3q,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEntangled-full-length_1775840579722_200_200.webp?alt=media&token=b285688e-450d-432a-9592-891d40aef828,lU6PDS3D8NpFPGsOoE3q,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Since%20the%20Death&type=band_name
Demon Spell,Blessed Be the Dark,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/demon-spell/blessed-be-the-dark?albumId=kLpAZcvGZM7ouGzmngrz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlessed-Be-the-Dark-full-length_1775832828387_200_200.webp?alt=media&token=2f1889a2-140b-491e-b1db-577f235e71d6,kLpAZcvGZM7ouGzmngrz,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Demon%20Spell&type=band_name
Battleroar,Petrichor,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Epic Heavy, Power Metal",https://heavymetalbest.com/album/battleroar/petrichor?albumId=k8CSh4lQB7dFDjfGFqtb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPetrichor-full-length_1775840323733_200_200.webp?alt=media&token=1c6cf62d-85bd-456d-83f3-44619c8900d2,k8CSh4lQB7dFDjfGFqtb,False,Power Metal,verified,firebase,power-metal,https://www.metal-archives.com/search?searchString=Battleroar&type=band_name
Elegant Weapons,Evolution,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/elegant-weapons/evolution?albumId=jjaqrlXgJPCN626uzVbo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEvolution-full-length_1775840357486_200_200.webp?alt=media&token=e237a09a-0221-4555-add9-6e091392d20e,jjaqrlXgJPCN626uzVbo,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Elegant%20Weapons&type=band_name
Sewer Altar,Fever Dreams of Vengeance,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Death Metal, Hardcore",https://heavymetalbest.com/album/sewer-altar/fever-dreams-of-vengeance?albumId=ikcCTlU08d0Tn6Yp2xG5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFever-Dreams-of-Vengeance-full-length_1775840543857_200_200.webp?alt=media&token=dd3e18d5-85c4-4711-97d7-1ab60fdc1da4,ikcCTlU08d0Tn6Yp2xG5,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Sewer%20Altar&type=band_name
Lynx,Trinity of Suns,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/lynx/trinity-of-suns?albumId=i2SVuLXGw4c1cZyPfDdp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrinity-of-Suns-full-length_1775832854930_200_200.webp?alt=media&token=97cac840-d60c-40ce-bcbf-dd21b146e48f,i2SVuLXGw4c1cZyPfDdp,False,Heavy Metal,verified,firebase,heavy-metal,https://www.metal-archives.com/search?searchString=Lynx&type=band_name
Firmament,Reveries of a Forgotten Spirit,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/firmament/reveries-of-a-forgotten-spirit?albumId=hacLibqyX1nBO1ywW0RZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FReveries-of-a-Forgotten-Spirit-full-length_1775840376304_200_200.webp?alt=media&token=8dbb9a93-719d-42da-ba35-c7b805e15bd6,hacLibqyX1nBO1ywW0RZ,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Firmament&type=band_name
Alvader,Woede,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/alvader/woede?albumId=gEl6yNW1lfWlyEE6z5bw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWoede-full-length_1775840258522_200_200.webp?alt=media&token=ab025b5a-272f-41ea-8c21-d80aa7ade8c2,gEl6yNW1lfWlyEE6z5bw,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Alvader&type=band_name
Corrosive Agent,Vastator Mundi,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/corrosive-agent/vastator-mundi?albumId=cYJWD0F8NdNrSTnaVE7n,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVastator-Mundi-full-length_1775840339747_200_200.webp?alt=media&token=bb279824-1c16-431c-b67b-f712d9833635,cYJWD0F8NdNrSTnaVE7n,False,Death Metal,verified,firebase,death-metal,https://www.metal-archives.com/search?searchString=Corrosive%20Agent&type=band_name
Thy Sanatorium,Thy Sanatorium,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/thy-sanatorium/thy-sanatorium?albumId=bkWvwO6iyCItAMZw5Ihy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThy-Sanatorium-full-length_1775840703730_200_200.webp?alt=media&token=f5763153-08e5-42d5-bb3f-44b2e2045444,bkWvwO6iyCItAMZw5Ihy,False,Needs Review,needs_review,no_genre,needs-review,https://www.metal-archives.com/search?searchString=Thy%20Sanatorium&type=band_name
Terror,Still Suffer,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hardcore, Thrash Metal, Crossover",https://heavymetalbest.com/album/terror/still-suffer?albumId=b4Pd1edwCuOA4OKfd3UV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStill-Suffer-full-length_1775833682586_200_200.webp?alt=media&token=7886cb9a-b30b-4a19-89db-dc202f19054b,b4Pd1edwCuOA4OKfd3UV,False,Thrash Metal,verified,firebase,thrash-metal,https://www.metal-archives.com/search?searchString=Terror&type=band_name
Wrang,Verwording,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/wrang/verwording?albumId=YVDeV7zgoYz5ubZxeRgp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVerwording-full-length_1775833823426_200_200.webp?alt=media&token=5e8db50e-2a39-4241-8106-feeafe511121,YVDeV7zgoYz5ubZxeRgp,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Wrang&type=band_name
Asenheim,Elbenblut,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Black Metal, Black, Epic Black Metal, Pagan Metal",https://heavymetalbest.com/album/asenheim/elbenblut?albumId=WdsXmyuA5OQBnwzshOQl,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FElbenblut-full-length_1775832555277_200_200.webp?alt=media&token=c087f9ca-d0c6-4a17-8aff-a3fc2108012c,WdsXmyuA5OQBnwzshOQl,False,Black Metal,verified,firebase,black-metal,https://www.metal-archives.com/search?searchString=Asenheim&type=band_name
Black Revelation,No Light upon Us All,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Doom Metal, Heavy Metal, Doom",https://heavymetalbest.com/album/black-revelation/no-light-upon-us-all?albumId=Ve2UD6wwLpxbPlN4bJcW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FNo-Light-upon-Us-All-full-length_1775840335497_200_200.webp?alt=media&token=2ccdf827-5dfe-40d5-9593-6babdc3d5798,Ve2UD6wwLpxbPlN4bJcW,False,Doom Metal,verified,firebase,doom-metal,https://www.metal-archives.com/search?searchString=Black%20Revelation&type=band_name
