band,album,release_date,date_disp,month_key,sort_key,hmb_genre,hmb_url,cover_url,album_id,upcoming
Spell,Wretched Heart,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/spell/wretched-heart?albumId=MfVBjkUtMYOQeEt9cH2u,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWretched-Heart-full-length_1776341104292_200_200.webp?alt=media&token=2510ffd0-bb66-4e5d-9f43-5191be26925f,MfVBjkUtMYOQeEt9cH2u,False
Cobra Force,Cobra Force,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Heavy Metal,https://heavymetalbest.com/album/cobra-force/cobra-force?albumId=J1IoAy4huAgjpzrQqOq4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCobra-Force-full-length_1776958877866_200_200.webp?alt=media&token=50ea4433-50f9-4a97-a555-dfd799d44e77,J1IoAy4huAgjpzrQqOq4,False
Mad Butcher,Flesh & Blood - The 88 Unreleased Album,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Heavy Metal, Speed Metal, Heavy",https://heavymetalbest.com/album/mad-butcher/flesh-&-blood---the-88-unreleased-album?albumId=GBrusm2XGvoU4utmvlp5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFlesh-&-Blood---The-88-Unreleased-Album-full-length_1776280164454_200_200.webp?alt=media&token=108a1aa3-c269-4b31-8d3a-3d47c1f7ba68,GBrusm2XGvoU4utmvlp5,False
Creeping Flesh,God's Acres Rife with Flesh Adorned,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,Death Metal,https://heavymetalbest.com/album/creeping-flesh/god's-acres-rife-with-flesh-adorned?albumId=Fscz9xfqT5qg1J5BjfxC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGod's-Acres-Rife-with-Flesh-Adorned-full-length_1776340858695_200_200.webp?alt=media&token=380fc5d7-d738-497a-9618-27c3071598ef,Fscz9xfqT5qg1J5BjfxC,False
Kingsmash,The Heart Remains at Home,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/kingsmash/the-heart-remains-at-home?albumId=Diesqt1Zjo2JksqaRKAW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Heart-Remains-at-Home-full-length_1776340930972_200_200.webp?alt=media&token=e89787ac-da6f-4734-990d-c695c6f660cf,Diesqt1Zjo2JksqaRKAW,False
Some Pills for Ayala,Incarnate,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/some-pills-for-ayala/incarnate?albumId=9PgpDIlLfiKjebkzqXeS,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FIncarnate-full-length_1776341072062_200_200.webp?alt=media&token=5de08018-20a7-48a4-b490-63787641c8f1,9PgpDIlLfiKjebkzqXeS,False
Crimson Steel,Show No Fear,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/crimson-steel/show-no-fear?albumId=8osy68YmY9APNOSnLHVV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FShow-No-Fear-full-length_1776340869939_200_200.webp?alt=media&token=5fc3940c-fd4b-4f79-89a2-3e9256346740,8osy68YmY9APNOSnLHVV,False
Jesus Crustus,El Crustadore,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Sludge Metal, Death",https://heavymetalbest.com/album/jesus-crustus/el-crustadore?albumId=3Hu3XGUAcu7t9RGJka3d,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEl-Crustadore-full-length_1776340916783_200_200.webp?alt=media&token=7780887c-292c-41c9-9946-61f16f5f5c4a,3Hu3XGUAcu7t9RGJka3d,False
Devenial Verdict,Old Blood - Fresh Wounds,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,"Death Metal, Avant-garde Death Metal",https://heavymetalbest.com/album/devenial-verdict/old-blood---fresh-wounds?albumId=215wB17SVImeaImnRis2,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOld-Blood---Fresh-Wounds-full-length_1776280082265_200_200.webp?alt=media&token=f6d0cd46-0081-4ed5-974c-196ab642f12f,215wB17SVImeaImnRis2,False
Ashen Horde,The Harvest,2026-05-01,"May 1, 2026",May 2026,2026-05-01T00:00:00,,https://heavymetalbest.com/album/ashen-horde/the-harvest?albumId=15yBpxjUhkKHrVAbxTzV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Harvest-full-length_1776340775770_200_200.webp?alt=media&token=4100376d-f631-4440-ae82-dba5b992ae84,15yBpxjUhkKHrVAbxTzV,False
The Archest,Hymnus Regni Mortuorum,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Gothic, Doom Metal",https://heavymetalbest.com/album/the-archest/hymnus-regni-mortuorum?albumId=mwwdxRAimBa8ZjFQRw1R,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FHymnus-Regni-Mortuorum-full-length_1776271374636_200_200.webp?alt=media&token=01cec42e-e3da-4ad3-873d-87377c2012b6,mwwdxRAimBa8ZjFQRw1R,False
Atronos,Gram,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/atronos/gram?albumId=IoaOMm2o750l7Pot1YN4,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FGram-full-length_1776271097386_200_200.webp?alt=media&token=3bb6f153-63f5-4d81-bff6-ffc72c834a65,IoaOMm2o750l7Pot1YN4,False
Hajduk,Хвърковата чета,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/hajduk/хвърковата-чета?albumId=C66sVNaxBZKozUcoDiAo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FХвърковата-чета-full-length_1776271228277_200_200.webp?alt=media&token=85fd5cc0-4a62-4ea6-b26b-bd973e58a37f,C66sVNaxBZKozUcoDiAo,False
Grond,The Temple,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Death Metal,https://heavymetalbest.com/album/grond/the-temple?albumId=9cXXVAEwAfqG5glG4uax,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Temple-full-length_1776271207272_200_200.webp?alt=media&token=69642d41-ed00-47e2-86ef-41374e61e1ca,9cXXVAEwAfqG5glG4uax,False
Sorcières,La nuit des temps,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Folk Metal, Black, Black Metal",https://heavymetalbest.com/album/sorcières/la-nuit-des-temps?albumId=8EjcRRbtw7z5MJubgURW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FLa-nuit-des-temps-full-length_1776271356427_200_200.webp?alt=media&token=d5f627b2-c113-465c-962c-43b5c76bca54,8EjcRRbtw7z5MJubgURW,False
Metall,Chasing the Truth,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Heavy Metal, Heavy, Power Metal",https://heavymetalbest.com/album/metall/chasing-the-truth?albumId=5ETHDQFEhmbNMpA4qJz7,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FChasing-the-Truth-full-length_1776280219848_200_200.webp?alt=media&token=ca358612-d961-42eb-a57b-db717fac35bc,5ETHDQFEhmbNMpA4qJz7,False
Oldowan Gash,1000 Dreams of War,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,Black Metal,https://heavymetalbest.com/album/oldowan-gash/1000-dreams-of-war?albumId=4L2MFI2zE3aVKgC5zLJc,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2F1000-Dreams-of-War-full-length_1776271299442_200_200.webp?alt=media&token=1b76ee4e-c4c8-4a90-8457-7cf16055d849,4L2MFI2zE3aVKgC5zLJc,False
Æonik,The Roamer of Heaven and Hell,2026-04-30,"April 30, 2026",April 2026,2026-04-30T00:00:00,"Death Metal, Melodic Black",https://heavymetalbest.com/album/æonik/the-roamer-of-heaven-and-hell?albumId=3zCituZVRrffE9ilW1mz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Roamer-of-Heaven-and-Hell-full-length_1776271403456_200_200.webp?alt=media&token=c0c18e6b-1c75-4cfc-b6c1-1667cbc150df,3zCituZVRrffE9ilW1mz,False
Orbis Daemonium,Onirógrafo,2026-04-29,"April 29, 2026",April 2026,2026-04-29T00:00:00,Black Metal,https://heavymetalbest.com/album/orbis-daemonium/onirógrafo?albumId=YVDVrd9ehNCTmVfeeYNX,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FOnirógrafo-full-length_1776271313688_200_200.webp?alt=media&token=909d2d57-f42a-4073-82b7-1e12383acb23,YVDVrd9ehNCTmVfeeYNX,False
Dysemblem,Buried by the Weight of Light,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,Death Metal,https://heavymetalbest.com/album/dysemblem/buried-by-the-weight-of-light?albumId=TXHEjWybtArHcHTw7f6K,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBuried-by-the-Weight-of-Light-full-length_1776271158492_200_200.webp?alt=media&token=376a75e1-8f80-496c-b9c0-e471e3ef8972,TXHEjWybtArHcHTw7f6K,False
Hrob,Brána chladu,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,"Death Metal, Doom Metal, Death",https://heavymetalbest.com/album/hrob/brána-chladu?albumId=Gem0Ra2H0eatse6EF7qD,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBrána-chladu-full-length_1776271235805_200_200.webp?alt=media&token=577cef50-06ca-4cce-9eda-611f0ba71d17,Gem0Ra2H0eatse6EF7qD,False
Candarian,Trepanacion,2026-04-27,"April 27, 2026",April 2026,2026-04-27T00:00:00,Death Metal,https://heavymetalbest.com/album/candarian/trepanacion?albumId=6KgcIA0QagQR7BrLY5Vt,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrepanacion-full-length_1776271113654_200_200.webp?alt=media&token=3bd0c4cb-5002-40c9-a00f-2c2d51b4e6dc,6KgcIA0QagQR7BrLY5Vt,False
DGS,Delusional Grasp of Sanity,2026-04-26,"April 26, 2026",April 2026,2026-04-26T00:00:00,"Death Metal, Grindcore",https://heavymetalbest.com/album/dgs/delusional-grasp-of-sanity?albumId=hPD0l1bFIRr1h8Eg4maZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDelusional-Grasp-of-Sanity-full-length_1776271125177_200_200.webp?alt=media&token=3b4e6777-595c-451a-a16a-9785cd3ec2da,hPD0l1bFIRr1h8Eg4maZ,False
Eternal Dark,Cugetări,2026-04-25,"April 25, 2026",April 2026,2026-04-25T00:00:00,,https://heavymetalbest.com/album/eternal-dark/cugetări?albumId=7x7kdZ4BzmxBuJiNn8Yh,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FCugetări-full-length_1776271171536_200_200.webp?alt=media&token=87be2610-85ca-453e-a4e6-97362c308110,7x7kdZ4BzmxBuJiNn8Yh,False
Oscura Metrica,Obnubilatio Psychasthenica,2026-04-25,"April 25, 2026",April 2026,2026-04-25T00:00:00,Black Metal,https://heavymetalbest.com/album/oscura-metrica/obnubilatio-psychasthenica?albumId=3y0wc4DcSBkmetsf3CCi,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FObnubilatio-Psychasthenica-full-length_1776271326948_200_200.webp?alt=media&token=f8e2bdcf-8658-429f-aa92-04b3bcf89e72,3y0wc4DcSBkmetsf3CCi,False
The Order,Empires,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/the-order/empires?albumId=yYEEgPOfgVMUwEPHVzwq,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEmpires-full-length_1775840690063_200_200.webp?alt=media&token=553afb65-09ab-4f56-8901-2926a2336b6a,yYEEgPOfgVMUwEPHVzwq,False
Xorsist,Aberrations,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/xorsist/aberrations?albumId=vbGRQnZrKDZoLG7CxurU,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FAberrations-full-length_1775765865163_200_200.webp?alt=media&token=1d443c84-d19c-444e-b618-726d40d3396b,vbGRQnZrKDZoLG7CxurU,False
Undercroft,The Killer Sword,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Death Metal, Thrash Metal, Death",https://heavymetalbest.com/album/undercroft/the-killer-sword?albumId=uYS9z33kbTmKw7TFFAQC,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Killer-Sword-full-length_1775833791618_200_200.webp?alt=media&token=0e0538d2-4689-42c4-ab02-374bc6ba5a64,uYS9z33kbTmKw7TFFAQC,False
Blood Countess,Imperatrix Sanguinis,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/blood-countess/imperatrix-sanguinis?albumId=tgjY7j4SV6KONBpgzMf6,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FImperatrix-Sanguinis-full-length_1775832812895_200_200.webp?alt=media&token=32df9a9a-0b23-4962-9d37-91108128d383,tgjY7j4SV6KONBpgzMf6,False
Gus G.,Steel Burner,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hard Rock, Shred, Heavy Metal",https://heavymetalbest.com/album/gus-g./steel-burner?albumId=tJo1wE1Nt570vZIyflvl,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSteel-Burner-full-length_1775840452543_200_200.webp?alt=media&token=6bee4893-eacc-4346-a3a8-b15674a4d770,tJo1wE1Nt570vZIyflvl,False
Creye,IV Aftermath,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/creye/iv-aftermath?albumId=t8x1oYKVDlmajDgVih8W,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums%2FIV-Aftermath-full-length_1775843394220.jpg?alt=media&token=6dcd5a64-1e2c-4c3f-9637-1f29e3915660,t8x1oYKVDlmajDgVih8W,False
Bringers of Disease,Sulphur,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/bringers-of-disease/sulphur?albumId=slpURDrArLswOOlVtZBB,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FSulphur-full-length_1775832818590_200_200.webp?alt=media&token=9c8706d8-f367-449f-9488-4fe33fecdc88,slpURDrArLswOOlVtZBB,False
Cnoc an Tursa,A Cry for the Slain,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Folk Metal, Black, Black Metal",https://heavymetalbest.com/album/cnoc-an-tursa/a-cry-for-the-slain?albumId=sb5H0XlJI4mkPsav2kqR,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FA-Cry-for-the-Slain-full-length_1775765740437_200_200.webp?alt=media&token=d1e43439-dcf0-495c-b211-93eb0d2289d3,sb5H0XlJI4mkPsav2kqR,False
Poignard,Riposte,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Punk, Heavy Metal",https://heavymetalbest.com/album/poignard/riposte?albumId=rBdsznIMyhPLk0Fu14sW,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FRiposte-full-length_1775840493331_200_200.webp?alt=media&token=3c12035f-acae-4561-9432-465244794643,rBdsznIMyhPLk0Fu14sW,False
Grief Collector,The Death of All Dreams,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Doom Metal,https://heavymetalbest.com/album/grief-collector/the-death-of-all-dreams?albumId=qgZwYZm8wEMDofgTERDH,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Death-of-All-Dreams-full-length_1775840398003_200_200.webp?alt=media&token=1a6e29bf-2647-4d70-b068-8825f68939b6,qgZwYZm8wEMDofgTERDH,False
Konquest,Dark Waters,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/konquest/dark-waters?albumId=nNEAu8K7oAZoErO8Pkc3,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FDark-Waters-full-length_1775840472378_200_200.webp?alt=media&token=ae28fabd-bf72-4671-be42-1d9e8c100b5a,nNEAu8K7oAZoErO8Pkc3,False
Scimitar,Scimitarium II,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/scimitar/scimitarium-ii?albumId=mq3NfCIqs3O5hwD4ejhV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FScimitarium-II-full-length_1775840535650_200_200.webp?alt=media&token=ae6cb21b-7915-4266-88c7-1f2a30c3b526,mq3NfCIqs3O5hwD4ejhV,False
Aversio Humanitatis,To Become the Endless Static,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Black Metal,https://heavymetalbest.com/album/aversio-humanitatis/to-become-the-endless-static?albumId=m2ZwOpA6GQA1wL3xV2jf,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTo-Become-the-Endless-Static-full-length_1775832780643_200_200.webp?alt=media&token=9da1a7ce-5da1-4eab-9bd6-7f684a9d22e8,m2ZwOpA6GQA1wL3xV2jf,False
Necroccultus,The Afterdeath Blackness,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/necroccultus/the-afterdeath-blackness?albumId=lkA4DjKRdaAhAEZarFaN,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThe-Afterdeath-Blackness-full-length_1775832901746_200_200.webp?alt=media&token=bcf2f75a-38c7-4097-bd00-a01cb9b67bf4,lkA4DjKRdaAhAEZarFaN,False
Since the Death,Entangled,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Black, Black Metal, Thrash Metal, Death Metal, Death",https://heavymetalbest.com/album/since-the-death/entangled?albumId=lU6PDS3D8NpFPGsOoE3q,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEntangled-full-length_1775840579722_200_200.webp?alt=media&token=b285688e-450d-432a-9592-891d40aef828,lU6PDS3D8NpFPGsOoE3q,False
Demon Spell,Blessed Be the Dark,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/demon-spell/blessed-be-the-dark?albumId=kLpAZcvGZM7ouGzmngrz,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FBlessed-Be-the-Dark-full-length_1775832828387_200_200.webp?alt=media&token=2f1889a2-140b-491e-b1db-577f235e71d6,kLpAZcvGZM7ouGzmngrz,False
Battleroar,Petrichor,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Epic Heavy, Power Metal",https://heavymetalbest.com/album/battleroar/petrichor?albumId=k8CSh4lQB7dFDjfGFqtb,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FPetrichor-full-length_1775840323733_200_200.webp?alt=media&token=1c6cf62d-85bd-456d-83f3-44619c8900d2,k8CSh4lQB7dFDjfGFqtb,False
Elegant Weapons,Evolution,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Heavy Metal,https://heavymetalbest.com/album/elegant-weapons/evolution?albumId=jjaqrlXgJPCN626uzVbo,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FEvolution-full-length_1775840357486_200_200.webp?alt=media&token=e237a09a-0221-4555-add9-6e091392d20e,jjaqrlXgJPCN626uzVbo,False
Sewer Altar,Fever Dreams of Vengeance,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Death Metal, Hardcore",https://heavymetalbest.com/album/sewer-altar/fever-dreams-of-vengeance?albumId=ikcCTlU08d0Tn6Yp2xG5,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FFever-Dreams-of-Vengeance-full-length_1775840543857_200_200.webp?alt=media&token=dd3e18d5-85c4-4711-97d7-1ab60fdc1da4,ikcCTlU08d0Tn6Yp2xG5,False
Lynx,Trinity of Suns,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hard Rock, Heavy Metal",https://heavymetalbest.com/album/lynx/trinity-of-suns?albumId=i2SVuLXGw4c1cZyPfDdp,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FTrinity-of-Suns-full-length_1775832854930_200_200.webp?alt=media&token=97cac840-d60c-40ce-bcbf-dd21b146e48f,i2SVuLXGw4c1cZyPfDdp,False
Firmament,Reveries of a Forgotten Spirit,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/firmament/reveries-of-a-forgotten-spirit?albumId=hacLibqyX1nBO1ywW0RZ,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FReveries-of-a-Forgotten-Spirit-full-length_1775840376304_200_200.webp?alt=media&token=8dbb9a93-719d-42da-ba35-c7b805e15bd6,hacLibqyX1nBO1ywW0RZ,False
Alvader,Woede,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/alvader/woede?albumId=gEl6yNW1lfWlyEE6z5bw,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FWoede-full-length_1775840258522_200_200.webp?alt=media&token=ab025b5a-272f-41ea-8c21-d80aa7ade8c2,gEl6yNW1lfWlyEE6z5bw,False
Corrosive Agent,Vastator Mundi,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,Death Metal,https://heavymetalbest.com/album/corrosive-agent/vastator-mundi?albumId=cYJWD0F8NdNrSTnaVE7n,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FVastator-Mundi-full-length_1775840339747_200_200.webp?alt=media&token=bb279824-1c16-431c-b67b-f712d9833635,cYJWD0F8NdNrSTnaVE7n,False
Thy Sanatorium,Thy Sanatorium,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,,https://heavymetalbest.com/album/thy-sanatorium/thy-sanatorium?albumId=bkWvwO6iyCItAMZw5Ihy,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FThy-Sanatorium-full-length_1775840703730_200_200.webp?alt=media&token=f5763153-08e5-42d5-bb3f-44b2e2045444,bkWvwO6iyCItAMZw5Ihy,False
Terror,Still Suffer,2026-04-24,"April 24, 2026",April 2026,2026-04-24T00:00:00,"Hardcore, Thrash Metal, Crossover",https://heavymetalbest.com/album/terror/still-suffer?albumId=b4Pd1edwCuOA4OKfd3UV,https://firebasestorage.googleapis.com/v0/b/heavy-metal-best.appspot.com/o/albums_img%2Fthumbnails%2FStill-Suffer-full-length_1775833682586_200_200.webp?alt=media&token=7886cb9a-b30b-4a19-89db-dc202f19054b,b4Pd1edwCuOA4OKfd3UV,False
